patternA,patternB,dx,dy,result,final_cells,peak_cells
block,blinker,-8,-8,oscillator_p2,7,7
block,blinker,-8,-7,oscillator_p2,7,7
block,blinker,-8,-6,oscillator_p2,7,7
block,blinker,-8,-5,oscillator_p2,7,7
block,blinker,-8,-4,oscillator_p2,7,7
block,blinker,-8,-3,oscillator_p2,7,7
block,blinker,-8,-2,oscillator_p2,7,7
block,blinker,-8,-1,oscillator_p2,7,7
block,blinker,-8,0,oscillator_p2,7,7
block,blinker,-8,1,oscillator_p2,7,7
block,blinker,-8,2,oscillator_p2,7,7
block,blinker,-8,3,oscillator_p2,7,7
block,blinker,-8,4,oscillator_p2,7,7
block,blinker,-8,5,oscillator_p2,7,7
block,blinker,-8,6,oscillator_p2,7,7
block,blinker,-8,7,oscillator_p2,7,7
block,blinker,-8,8,oscillator_p2,7,7
block,blinker,-7,-8,oscillator_p2,7,7
block,blinker,-7,-7,oscillator_p2,7,7
block,blinker,-7,-6,oscillator_p2,7,7
block,blinker,-7,-5,oscillator_p2,7,7
block,blinker,-7,-4,oscillator_p2,7,7
block,blinker,-7,-3,oscillator_p2,7,7
block,blinker,-7,-2,oscillator_p2,7,7
block,blinker,-7,-1,oscillator_p2,7,7
block,blinker,-7,0,oscillator_p2,7,7
block,blinker,-7,1,oscillator_p2,7,7
block,blinker,-7,2,oscillator_p2,7,7
block,blinker,-7,3,oscillator_p2,7,7
block,blinker,-7,4,oscillator_p2,7,7
block,blinker,-7,5,oscillator_p2,7,7
block,blinker,-7,6,oscillator_p2,7,7
block,blinker,-7,7,oscillator_p2,7,7
block,blinker,-7,8,oscillator_p2,7,7
block,blinker,-6,-8,oscillator_p2,7,7
block,blinker,-6,-7,oscillator_p2,7,7
block,blinker,-6,-6,oscillator_p2,7,7
block,blinker,-6,-5,oscillator_p2,7,7
block,blinker,-6,-4,oscillator_p2,7,7
block,blinker,-6,-3,oscillator_p2,7,7
block,blinker,-6,-2,oscillator_p2,7,7
block,blinker,-6,-1,oscillator_p2,7,7
block,blinker,-6,0,oscillator_p2,7,7
block,blinker,-6,1,oscillator_p2,7,7
block,blinker,-6,2,oscillator_p2,7,7
block,blinker,-6,3,oscillator_p2,7,7
block,blinker,-6,4,oscillator_p2,7,7
block,blinker,-6,5,oscillator_p2,7,7
block,blinker,-6,6,oscillator_p2,7,7
block,blinker,-6,7,oscillator_p2,7,7
block,blinker,-6,8,oscillator_p2,7,7
block,blinker,-5,-8,oscillator_p2,7,7
block,blinker,-5,-7,oscillator_p2,7,7
block,blinker,-5,-6,oscillator_p2,7,7
block,blinker,-5,-5,oscillator_p2,7,7
block,blinker,-5,-4,oscillator_p2,7,7
block,blinker,-5,-3,oscillator_p2,7,7
block,blinker,-5,-2,oscillator_p2,7,7
block,blinker,-5,-1,oscillator_p2,7,7
block,blinker,-5,0,oscillator_p2,7,7
block,blinker,-5,1,oscillator_p2,7,7
block,blinker,-5,2,oscillator_p2,7,7
block,blinker,-5,3,oscillator_p2,7,7
block,blinker,-5,4,oscillator_p2,7,7
block,blinker,-5,5,oscillator_p2,7,7
block,blinker,-5,6,oscillator_p2,7,7
block,blinker,-5,7,oscillator_p2,7,7
block,blinker,-5,8,oscillator_p2,7,7
block,blinker,-4,-8,oscillator_p2,7,7
block,blinker,-4,-7,oscillator_p2,7,7
block,blinker,-4,-6,oscillator_p2,7,7
block,blinker,-4,-5,oscillator_p2,7,7
block,blinker,-4,-4,oscillator_p2,7,7
block,blinker,-4,-3,oscillator_p2,7,7
block,blinker,-4,-2,oscillator_p2,7,7
block,blinker,-4,-1,oscillator_p2,7,7
block,blinker,-4,0,oscillator_p2,7,7
block,blinker,-4,1,oscillator_p2,7,7
block,blinker,-4,2,oscillator_p2,7,7
block,blinker,-4,3,oscillator_p2,7,7
block,blinker,-4,4,oscillator_p2,7,7
block,blinker,-4,5,oscillator_p2,7,7
block,blinker,-4,6,oscillator_p2,7,7
block,blinker,-4,7,oscillator_p2,7,7
block,blinker,-4,8,oscillator_p2,7,7
block,blinker,-3,-8,oscillator_p2,7,7
block,blinker,-3,-7,oscillator_p2,7,7
block,blinker,-3,-6,oscillator_p2,7,7
block,blinker,-3,-5,oscillator_p2,7,7
block,blinker,-3,-4,oscillator_p2,7,7
block,blinker,-3,-3,oscillator_p2,7,7
block,blinker,-3,-2,annihilation,0,10
block,blinker,-3,-1,stable,24,56
block,blinker,-3,0,stable,24,56
block,blinker,-3,1,annihilation,0,10
block,blinker,-3,2,oscillator_p2,7,7
block,blinker,-3,3,oscillator_p2,7,7
block,blinker,-3,4,oscillator_p2,7,7
block,blinker,-3,5,oscillator_p2,7,7
block,blinker,-3,6,oscillator_p2,7,7
block,blinker,-3,7,oscillator_p2,7,7
block,blinker,-3,8,oscillator_p2,7,7
block,blinker,-2,-8,oscillator_p2,7,7
block,blinker,-2,-7,oscillator_p2,7,7
block,blinker,-2,-6,oscillator_p2,7,7
block,blinker,-2,-5,oscillator_p2,7,7
block,blinker,-2,-4,oscillator_p2,7,7
block,blinker,-2,-3,annihilation,0,9
block,blinker,-2,-2,stable,4,7
block,blinker,-2,-1,stable,16,86
block,blinker,-2,0,stable,16,86
block,blinker,-2,1,stable,4,7
block,blinker,-2,2,annihilation,0,9
block,blinker,-2,3,oscillator_p2,7,7
block,blinker,-2,4,oscillator_p2,7,7
block,blinker,-2,5,oscillator_p2,7,7
block,blinker,-2,6,oscillator_p2,7,7
block,blinker,-2,7,oscillator_p2,7,7
block,blinker,-2,8,oscillator_p2,7,7
block,blinker,-1,-8,oscillator_p2,7,7
block,blinker,-1,-7,oscillator_p2,7,7
block,blinker,-1,-6,oscillator_p2,7,7
block,blinker,-1,-5,oscillator_p2,7,7
block,blinker,-1,-4,annihilation,0,10
block,blinker,-1,-3,chaotic,96,129
block,blinker,-1,-2,oscillator_p2,12,20
block,blinker,-1,-1,annihilation,0,7
block,blinker,-1,0,annihilation,0,7
block,blinker,-1,1,oscillator_p2,12,20
block,blinker,-1,2,chaotic,96,129
block,blinker,-1,3,annihilation,0,10
block,blinker,-1,4,oscillator_p2,7,7
block,blinker,-1,5,oscillator_p2,7,7
block,blinker,-1,6,oscillator_p2,7,7
block,blinker,-1,7,oscillator_p2,7,7
block,blinker,-1,8,oscillator_p2,7,7
block,blinker,0,-8,oscillator_p2,7,7
block,blinker,0,-7,oscillator_p2,7,7
block,blinker,0,-6,oscillator_p2,7,7
block,blinker,0,-5,oscillator_p2,7,7
block,blinker,0,-4,stable,24,56
block,blinker,0,-3,stable,24,56
block,blinker,0,-2,stable,5,6
block,blinker,0,-1,annihilation,0,5
block,blinker,0,1,stable,5,6
block,blinker,0,2,stable,24,56
block,blinker,0,3,stable,24,56
block,blinker,0,4,oscillator_p2,7,7
block,blinker,0,5,oscillator_p2,7,7
block,blinker,0,6,oscillator_p2,7,7
block,blinker,0,7,oscillator_p2,7,7
block,blinker,0,8,oscillator_p2,7,7
block,blinker,1,-8,oscillator_p2,7,7
block,blinker,1,-7,oscillator_p2,7,7
block,blinker,1,-6,oscillator_p2,7,7
block,blinker,1,-5,oscillator_p2,7,7
block,blinker,1,-4,stable,24,56
block,blinker,1,-3,stable,24,56
block,blinker,1,-2,stable,5,6
block,blinker,1,-1,annihilation,0,5
block,blinker,1,0,annihilation,0,5
block,blinker,1,1,stable,5,6
block,blinker,1,2,stable,24,56
block,blinker,1,3,stable,24,56
block,blinker,1,4,oscillator_p2,7,7
block,blinker,1,5,oscillator_p2,7,7
block,blinker,1,6,oscillator_p2,7,7
block,blinker,1,7,oscillator_p2,7,7
block,blinker,1,8,oscillator_p2,7,7
block,blinker,2,-8,oscillator_p2,7,7
block,blinker,2,-7,oscillator_p2,7,7
block,blinker,2,-6,oscillator_p2,7,7
block,blinker,2,-5,oscillator_p2,7,7
block,blinker,2,-4,annihilation,0,10
block,blinker,2,-3,chaotic,96,129
block,blinker,2,-2,oscillator_p2,12,20
block,blinker,2,-1,annihilation,0,7
block,blinker,2,0,annihilation,0,7
block,blinker,2,1,oscillator_p2,12,20
block,blinker,2,2,chaotic,96,129
block,blinker,2,3,annihilation,0,10
block,blinker,2,4,oscillator_p2,7,7
block,blinker,2,5,oscillator_p2,7,7
block,blinker,2,6,oscillator_p2,7,7
block,blinker,2,7,oscillator_p2,7,7
block,blinker,2,8,oscillator_p2,7,7
block,blinker,3,-8,oscillator_p2,7,7
block,blinker,3,-7,oscillator_p2,7,7
block,blinker,3,-6,oscillator_p2,7,7
block,blinker,3,-5,oscillator_p2,7,7
block,blinker,3,-4,oscillator_p2,7,7
block,blinker,3,-3,annihilation,0,9
block,blinker,3,-2,stable,4,7
block,blinker,3,-1,stable,16,86
block,blinker,3,0,stable,16,86
block,blinker,3,1,stable,4,7
block,blinker,3,2,annihilation,0,9
block,blinker,3,3,oscillator_p2,7,7
block,blinker,3,4,oscillator_p2,7,7
block,blinker,3,5,oscillator_p2,7,7
block,blinker,3,6,oscillator_p2,7,7
block,blinker,3,7,oscillator_p2,7,7
block,blinker,3,8,oscillator_p2,7,7
block,blinker,4,-8,oscillator_p2,7,7
block,blinker,4,-7,oscillator_p2,7,7
block,blinker,4,-6,oscillator_p2,7,7
block,blinker,4,-5,oscillator_p2,7,7
block,blinker,4,-4,oscillator_p2,7,7
block,blinker,4,-3,oscillator_p2,7,7
block,blinker,4,-2,annihilation,0,10
block,blinker,4,-1,stable,24,56
block,blinker,4,0,stable,24,56
block,blinker,4,1,annihilation,0,10
block,blinker,4,2,oscillator_p2,7,7
block,blinker,4,3,oscillator_p2,7,7
block,blinker,4,4,oscillator_p2,7,7
block,blinker,4,5,oscillator_p2,7,7
block,blinker,4,6,oscillator_p2,7,7
block,blinker,4,7,oscillator_p2,7,7
block,blinker,4,8,oscillator_p2,7,7
block,blinker,5,-8,oscillator_p2,7,7
block,blinker,5,-7,oscillator_p2,7,7
block,blinker,5,-6,oscillator_p2,7,7
block,blinker,5,-5,oscillator_p2,7,7
block,blinker,5,-4,oscillator_p2,7,7
block,blinker,5,-3,oscillator_p2,7,7
block,blinker,5,-2,oscillator_p2,7,7
block,blinker,5,-1,oscillator_p2,7,7
block,blinker,5,0,oscillator_p2,7,7
block,blinker,5,1,oscillator_p2,7,7
block,blinker,5,2,oscillator_p2,7,7
block,blinker,5,3,oscillator_p2,7,7
block,blinker,5,4,oscillator_p2,7,7
block,blinker,5,5,oscillator_p2,7,7
block,blinker,5,6,oscillator_p2,7,7
block,blinker,5,7,oscillator_p2,7,7
block,blinker,5,8,oscillator_p2,7,7
block,blinker,6,-8,oscillator_p2,7,7
block,blinker,6,-7,oscillator_p2,7,7
block,blinker,6,-6,oscillator_p2,7,7
block,blinker,6,-5,oscillator_p2,7,7
block,blinker,6,-4,oscillator_p2,7,7
block,blinker,6,-3,oscillator_p2,7,7
block,blinker,6,-2,oscillator_p2,7,7
block,blinker,6,-1,oscillator_p2,7,7
block,blinker,6,0,oscillator_p2,7,7
block,blinker,6,1,oscillator_p2,7,7
block,blinker,6,2,oscillator_p2,7,7
block,blinker,6,3,oscillator_p2,7,7
block,blinker,6,4,oscillator_p2,7,7
block,blinker,6,5,oscillator_p2,7,7
block,blinker,6,6,oscillator_p2,7,7
block,blinker,6,7,oscillator_p2,7,7
block,blinker,6,8,oscillator_p2,7,7
block,blinker,7,-8,oscillator_p2,7,7
block,blinker,7,-7,oscillator_p2,7,7
block,blinker,7,-6,oscillator_p2,7,7
block,blinker,7,-5,oscillator_p2,7,7
block,blinker,7,-4,oscillator_p2,7,7
block,blinker,7,-3,oscillator_p2,7,7
block,blinker,7,-2,oscillator_p2,7,7
block,blinker,7,-1,oscillator_p2,7,7
block,blinker,7,0,oscillator_p2,7,7
block,blinker,7,1,oscillator_p2,7,7
block,blinker,7,2,oscillator_p2,7,7
block,blinker,7,3,oscillator_p2,7,7
block,blinker,7,4,oscillator_p2,7,7
block,blinker,7,5,oscillator_p2,7,7
block,blinker,7,6,oscillator_p2,7,7
block,blinker,7,7,oscillator_p2,7,7
block,blinker,7,8,oscillator_p2,7,7
block,blinker,8,-8,oscillator_p2,7,7
block,blinker,8,-7,oscillator_p2,7,7
block,blinker,8,-6,oscillator_p2,7,7
block,blinker,8,-5,oscillator_p2,7,7
block,blinker,8,-4,oscillator_p2,7,7
block,blinker,8,-3,oscillator_p2,7,7
block,blinker,8,-2,oscillator_p2,7,7
block,blinker,8,-1,oscillator_p2,7,7
block,blinker,8,0,oscillator_p2,7,7
block,blinker,8,1,oscillator_p2,7,7
block,blinker,8,2,oscillator_p2,7,7
block,blinker,8,3,oscillator_p2,7,7
block,blinker,8,4,oscillator_p2,7,7
block,blinker,8,5,oscillator_p2,7,7
block,blinker,8,6,oscillator_p2,7,7
block,blinker,8,7,oscillator_p2,7,7
block,blinker,8,8,oscillator_p2,7,7
block,glider,-8,-8,annihilation,0,11
block,glider,-8,-7,annihilation,0,11
block,glider,-8,-6,annihilation,0,11
block,glider,-8,-5,annihilation,0,28
block,glider,-8,-4,chaotic,123,201
block,glider,-8,-3,stable,24,56
block,glider,-8,-2,stable,4,11
block,glider,-8,-1,chaotic,9,9
block,glider,-8,0,chaotic,9,9
block,glider,-8,1,chaotic,9,9
block,glider,-8,2,chaotic,9,9
block,glider,-8,3,chaotic,9,9
block,glider,-8,4,chaotic,9,9
block,glider,-8,5,chaotic,9,9
block,glider,-8,6,chaotic,9,9
block,glider,-8,7,chaotic,9,9
block,glider,-8,8,chaotic,9,9
block,glider,-7,-8,annihilation,0,11
block,glider,-7,-7,annihilation,0,11
block,glider,-7,-6,annihilation,0,11
block,glider,-7,-5,annihilation,0,11
block,glider,-7,-4,annihilation,0,28
block,glider,-7,-3,chaotic,175,201
block,glider,-7,-2,stable,24,56
block,glider,-7,-1,stable,4,11
block,glider,-7,0,chaotic,9,9
block,glider,-7,1,chaotic,9,9
block,glider,-7,2,chaotic,9,9
block,glider,-7,3,chaotic,9,9
block,glider,-7,4,chaotic,9,9
block,glider,-7,5,chaotic,9,9
block,glider,-7,6,chaotic,9,9
block,glider,-7,7,chaotic,9,9
block,glider,-7,8,chaotic,9,9
block,glider,-6,-8,annihilation,0,28
block,glider,-6,-7,annihilation,0,11
block,glider,-6,-6,annihilation,0,11
block,glider,-6,-5,annihilation,0,11
block,glider,-6,-4,annihilation,0,11
block,glider,-6,-3,annihilation,0,28
block,glider,-6,-2,chaotic,153,201
block,glider,-6,-1,stable,24,56
block,glider,-6,0,stable,4,11
block,glider,-6,1,chaotic,9,9
block,glider,-6,2,chaotic,9,9
block,glider,-6,3,chaotic,9,9
block,glider,-6,4,chaotic,9,9
block,glider,-6,5,chaotic,9,9
block,glider,-6,6,chaotic,9,9
block,glider,-6,7,chaotic,9,9
block,glider,-6,8,chaotic,9,9
block,glider,-5,-8,chaotic,129,201
block,glider,-5,-7,annihilation,0,28
block,glider,-5,-6,annihilation,0,11
block,glider,-5,-5,annihilation,0,11
block,glider,-5,-4,annihilation,0,11
block,glider,-5,-3,annihilation,0,11
block,glider,-5,-2,annihilation,0,28
block,glider,-5,-1,chaotic,109,201
block,glider,-5,0,stable,24,56
block,glider,-5,1,stable,4,11
block,glider,-5,2,chaotic,9,9
block,glider,-5,3,chaotic,9,9
block,glider,-5,4,chaotic,9,9
block,glider,-5,5,chaotic,9,9
block,glider,-5,6,chaotic,9,9
block,glider,-5,7,chaotic,9,9
block,glider,-5,8,chaotic,9,9
block,glider,-4,-8,stable,24,56
block,glider,-4,-7,chaotic,143,201
block,glider,-4,-6,annihilation,0,28
block,glider,-4,-5,annihilation,0,11
block,glider,-4,-4,annihilation,0,11
block,glider,-4,-3,annihilation,0,11
block,glider,-4,-2,oscillator_p2,7,13
block,glider,-4,-1,stable,16,86
block,glider,-4,0,chaotic,29,62
block,glider,-4,1,stable,24,56
block,glider,-4,2,oscillator_p2,15,65
block,glider,-4,3,chaotic,9,9
block,glider,-4,4,chaotic,9,9
block,glider,-4,5,chaotic,9,9
block,glider,-4,6,chaotic,9,9
block,glider,-4,7,chaotic,9,9
block,glider,-4,8,chaotic,9,9
block,glider,-3,-8,stable,4,11
block,glider,-3,-7,stable,24,56
block,glider,-3,-6,chaotic,183,201
block,glider,-3,-5,annihilation,0,28
block,glider,-3,-4,annihilation,0,11
block,glider,-3,-3,stable,6,14
block,glider,-3,-2,annihilation,0,9
block,glider,-3,-1,annihilation,0,14
block,glider,-3,0,stable,4,9
block,glider,-3,1,stable,5,9
block,glider,-3,2,chaotic,17,31
block,glider,-3,3,stable,4,43
block,glider,-3,4,chaotic,9,9
block,glider,-3,5,chaotic,9,9
block,glider,-3,6,chaotic,9,9
block,glider,-3,7,chaotic,9,9
block,glider,-3,8,chaotic,9,9
block,glider,-2,-8,chaotic,9,9
block,glider,-2,-7,stable,4,11
block,glider,-2,-6,stable,24,56
block,glider,-2,-5,chaotic,129,201
block,glider,-2,-4,chaotic,66,84
block,glider,-2,-3,annihilation,0,9
block,glider,-2,-2,annihilation,0,8
block,glider,-2,-1,oscillator_p2,12,20
block,glider,-2,0,annihilation,0,7
block,glider,-2,1,annihilation,0,8
block,glider,-2,2,chaotic,161,188
block,glider,-2,3,chaotic,98,105
block,glider,-2,4,chaotic,9,9
block,glider,-2,5,chaotic,9,9
block,glider,-2,6,chaotic,9,9
block,glider,-2,7,chaotic,9,9
block,glider,-2,8,chaotic,9,9
block,glider,-1,-8,chaotic,9,9
block,glider,-1,-7,chaotic,9,9
block,glider,-1,-6,stable,4,11
block,glider,-1,-5,stable,24,56
block,glider,-1,-4,chaotic,30,62
block,glider,-1,-3,stable,12,45
block,glider,-1,-2,annihilation,0,14
block,glider,-1,-1,annihilation,0,6
block,glider,-1,0,oscillator_p2,12,20
block,glider,-1,1,stable,8,8
block,glider,-1,2,oscillator_p2,6,34
block,glider,-1,3,stable,7,25
block,glider,-1,4,chaotic,9,9
block,glider,-1,5,chaotic,9,9
block,glider,-1,6,chaotic,9,9
block,glider,-1,7,chaotic,9,9
block,glider,-1,8,chaotic,9,9
block,glider,0,-8,chaotic,9,9
block,glider,0,-7,chaotic,9,9
block,glider,0,-6,chaotic,9,9
block,glider,0,-5,stable,4,11
block,glider,0,-4,annihilation,0,11
block,glider,0,-3,stable,24,56
block,glider,0,-2,oscillator_p2,12,20
block,glider,0,-1,annihilation,0,7
block,glider,0,1,chaotic,209,221
block,glider,0,2,stable,14,22
block,glider,0,3,stable,4,17
block,glider,0,4,chaotic,9,9
block,glider,0,5,chaotic,9,9
block,glider,0,6,chaotic,9,9
block,glider,0,7,chaotic,9,9
block,glider,0,8,chaotic,9,9
block,glider,1,-8,chaotic,9,9
block,glider,1,-7,chaotic,9,9
block,glider,1,-6,chaotic,9,9
block,glider,1,-5,chaotic,9,9
block,glider,1,-4,stable,4,11
block,glider,1,-3,stable,7,14
block,glider,1,-2,annihilation,0,17
block,glider,1,-1,chaotic,70,119
block,glider,1,0,stable,5,10
block,glider,1,1,annihilation,0,10
block,glider,1,2,stable,16,86
block,glider,1,3,chaotic,39,71
block,glider,1,4,chaotic,9,9
block,glider,1,5,chaotic,9,9
block,glider,1,6,chaotic,9,9
block,glider,1,7,chaotic,9,9
block,glider,1,8,chaotic,9,9
block,glider,2,-8,chaotic,9,9
block,glider,2,-7,chaotic,9,9
block,glider,2,-6,chaotic,9,9
block,glider,2,-5,chaotic,9,9
block,glider,2,-4,chaotic,9,9
block,glider,2,-3,stable,4,12
block,glider,2,-2,chaotic,131,134
block,glider,2,-1,oscillator_p2,12,28
block,glider,2,0,oscillator_p2,16,56
block,glider,2,1,oscillator_p2,7,34
block,glider,2,2,annihilation,0,26
block,glider,2,3,chaotic,9,9
block,glider,2,4,chaotic,9,9
block,glider,2,5,chaotic,9,9
block,glider,2,6,chaotic,9,9
block,glider,2,7,chaotic,9,9
block,glider,2,8,chaotic,9,9
block,glider,3,-8,chaotic,9,9
block,glider,3,-7,chaotic,9,9
block,glider,3,-6,chaotic,9,9
block,glider,3,-5,chaotic,9,9
block,glider,3,-4,chaotic,9,9
block,glider,3,-3,chaotic,9,9
block,glider,3,-2,stable,4,18
block,glider,3,-1,chaotic,98,123
block,glider,3,0,oscillator_p2,15,33
block,glider,3,1,stable,4,18
block,glider,3,2,chaotic,9,9
block,glider,3,3,chaotic,9,9
block,glider,3,4,chaotic,9,9
block,glider,3,5,chaotic,9,9
block,glider,3,6,chaotic,9,9
block,glider,3,7,chaotic,9,9
block,glider,3,8,chaotic,9,9
block,glider,4,-8,chaotic,9,9
block,glider,4,-7,chaotic,9,9
block,glider,4,-6,chaotic,9,9
block,glider,4,-5,chaotic,9,9
block,glider,4,-4,chaotic,9,9
block,glider,4,-3,chaotic,9,9
block,glider,4,-2,chaotic,9,9
block,glider,4,-1,chaotic,9,9
block,glider,4,0,chaotic,9,9
block,glider,4,1,chaotic,9,9
block,glider,4,2,chaotic,9,9
block,glider,4,3,chaotic,9,9
block,glider,4,4,chaotic,9,9
block,glider,4,5,chaotic,9,9
block,glider,4,6,chaotic,9,9
block,glider,4,7,chaotic,9,9
block,glider,4,8,chaotic,9,9
block,glider,5,-8,chaotic,9,9
block,glider,5,-7,chaotic,9,9
block,glider,5,-6,chaotic,9,9
block,glider,5,-5,chaotic,9,9
block,glider,5,-4,chaotic,9,9
block,glider,5,-3,chaotic,9,9
block,glider,5,-2,chaotic,9,9
block,glider,5,-1,chaotic,9,9
block,glider,5,0,chaotic,9,9
block,glider,5,1,chaotic,9,9
block,glider,5,2,chaotic,9,9
block,glider,5,3,chaotic,9,9
block,glider,5,4,chaotic,9,9
block,glider,5,5,chaotic,9,9
block,glider,5,6,chaotic,9,9
block,glider,5,7,chaotic,9,9
block,glider,5,8,chaotic,9,9
block,glider,6,-8,chaotic,9,9
block,glider,6,-7,chaotic,9,9
block,glider,6,-6,chaotic,9,9
block,glider,6,-5,chaotic,9,9
block,glider,6,-4,chaotic,9,9
block,glider,6,-3,chaotic,9,9
block,glider,6,-2,chaotic,9,9
block,glider,6,-1,chaotic,9,9
block,glider,6,0,chaotic,9,9
block,glider,6,1,chaotic,9,9
block,glider,6,2,chaotic,9,9
block,glider,6,3,chaotic,9,9
block,glider,6,4,chaotic,9,9
block,glider,6,5,chaotic,9,9
block,glider,6,6,chaotic,9,9
block,glider,6,7,chaotic,9,9
block,glider,6,8,chaotic,9,9
block,glider,7,-8,chaotic,9,9
block,glider,7,-7,chaotic,9,9
block,glider,7,-6,chaotic,9,9
block,glider,7,-5,chaotic,9,9
block,glider,7,-4,chaotic,9,9
block,glider,7,-3,chaotic,9,9
block,glider,7,-2,chaotic,9,9
block,glider,7,-1,chaotic,9,9
block,glider,7,0,chaotic,9,9
block,glider,7,1,chaotic,9,9
block,glider,7,2,chaotic,9,9
block,glider,7,3,chaotic,9,9
block,glider,7,4,chaotic,9,9
block,glider,7,5,chaotic,9,9
block,glider,7,6,chaotic,9,9
block,glider,7,7,chaotic,9,9
block,glider,7,8,chaotic,9,9
block,glider,8,-8,chaotic,9,9
block,glider,8,-7,chaotic,9,9
block,glider,8,-6,chaotic,9,9
block,glider,8,-5,chaotic,9,9
block,glider,8,-4,chaotic,9,9
block,glider,8,-3,chaotic,9,9
block,glider,8,-2,chaotic,9,9
block,glider,8,-1,chaotic,9,9
block,glider,8,0,chaotic,9,9
block,glider,8,1,chaotic,9,9
block,glider,8,2,chaotic,9,9
block,glider,8,3,chaotic,9,9
block,glider,8,4,chaotic,9,9
block,glider,8,5,chaotic,9,9
block,glider,8,6,chaotic,9,9
block,glider,8,7,chaotic,9,9
block,glider,8,8,chaotic,9,9
block,beehive,-8,-8,stable,10,10
block,beehive,-8,-7,stable,10,10
block,beehive,-8,-6,stable,10,10
block,beehive,-8,-5,stable,10,10
block,beehive,-8,-4,stable,10,10
block,beehive,-8,-3,stable,10,10
block,beehive,-8,-2,stable,10,10
block,beehive,-8,-1,stable,10,10
block,beehive,-8,0,stable,10,10
block,beehive,-8,1,stable,10,10
block,beehive,-8,2,stable,10,10
block,beehive,-8,3,stable,10,10
block,beehive,-8,4,stable,10,10
block,beehive,-8,5,stable,10,10
block,beehive,-8,6,stable,10,10
block,beehive,-8,7,stable,10,10
block,beehive,-8,8,stable,10,10
block,beehive,-7,-8,stable,10,10
block,beehive,-7,-7,stable,10,10
block,beehive,-7,-6,stable,10,10
block,beehive,-7,-5,stable,10,10
block,beehive,-7,-4,stable,10,10
block,beehive,-7,-3,stable,10,10
block,beehive,-7,-2,stable,10,10
block,beehive,-7,-1,stable,10,10
block,beehive,-7,0,stable,10,10
block,beehive,-7,1,stable,10,10
block,beehive,-7,2,stable,10,10
block,beehive,-7,3,stable,10,10
block,beehive,-7,4,stable,10,10
block,beehive,-7,5,stable,10,10
block,beehive,-7,6,stable,10,10
block,beehive,-7,7,stable,10,10
block,beehive,-7,8,stable,10,10
block,beehive,-6,-8,stable,10,10
block,beehive,-6,-7,stable,10,10
block,beehive,-6,-6,stable,10,10
block,beehive,-6,-5,stable,10,10
block,beehive,-6,-4,stable,10,10
block,beehive,-6,-3,stable,10,10
block,beehive,-6,-2,stable,10,10
block,beehive,-6,-1,stable,10,10
block,beehive,-6,0,stable,10,10
block,beehive,-6,1,stable,10,10
block,beehive,-6,2,stable,10,10
block,beehive,-6,3,stable,10,10
block,beehive,-6,4,stable,10,10
block,beehive,-6,5,stable,10,10
block,beehive,-6,6,stable,10,10
block,beehive,-6,7,stable,10,10
block,beehive,-6,8,stable,10,10
block,beehive,-5,-8,stable,10,10
block,beehive,-5,-7,stable,10,10
block,beehive,-5,-6,stable,10,10
block,beehive,-5,-5,stable,10,10
block,beehive,-5,-4,stable,10,10
block,beehive,-5,-3,stable,10,10
block,beehive,-5,-2,stable,10,10
block,beehive,-5,-1,stable,10,10
block,beehive,-5,0,stable,10,10
block,beehive,-5,1,stable,10,10
block,beehive,-5,2,stable,10,10
block,beehive,-5,3,stable,10,10
block,beehive,-5,4,stable,10,10
block,beehive,-5,5,stable,10,10
block,beehive,-5,6,stable,10,10
block,beehive,-5,7,stable,10,10
block,beehive,-5,8,stable,10,10
block,beehive,-4,-8,stable,10,10
block,beehive,-4,-7,stable,10,10
block,beehive,-4,-6,stable,10,10
block,beehive,-4,-5,stable,10,10
block,beehive,-4,-4,stable,10,10
block,beehive,-4,-3,annihilation,0,12
block,beehive,-4,-2,chaotic,35,94
block,beehive,-4,-1,stable,10,10
block,beehive,-4,0,chaotic,35,94
block,beehive,-4,1,annihilation,0,12
block,beehive,-4,2,stable,10,10
block,beehive,-4,3,stable,10,10
block,beehive,-4,4,stable,10,10
block,beehive,-4,5,stable,10,10
block,beehive,-4,6,stable,10,10
block,beehive,-4,7,stable,10,10
block,beehive,-4,8,stable,10,10
block,beehive,-3,-8,stable,10,10
block,beehive,-3,-7,stable,10,10
block,beehive,-3,-6,stable,10,10
block,beehive,-3,-5,stable,10,10
block,beehive,-3,-4,annihilation,0,13
block,beehive,-3,-3,stable,7,33
block,beehive,-3,-2,annihilation,0,10
block,beehive,-3,-1,annihilation,0,14
block,beehive,-3,0,annihilation,0,10
block,beehive,-3,1,stable,7,33
block,beehive,-3,2,annihilation,0,13
block,beehive,-3,3,stable,10,10
block,beehive,-3,4,stable,10,10
block,beehive,-3,5,stable,10,10
block,beehive,-3,6,stable,10,10
block,beehive,-3,7,stable,10,10
block,beehive,-3,8,stable,10,10
block,beehive,-2,-8,stable,10,10
block,beehive,-2,-7,stable,10,10
block,beehive,-2,-6,stable,10,10
block,beehive,-2,-5,stable,10,18
block,beehive,-2,-4,stable,7,30
block,beehive,-2,-3,annihilation,0,10
block,beehive,-2,-2,chaotic,209,221
block,beehive,-2,-1,stable,8,8
block,beehive,-2,0,chaotic,209,221
block,beehive,-2,1,annihilation,0,10
block,beehive,-2,2,stable,7,30
block,beehive,-2,3,stable,10,18
